id,title,author,publisher,published_date,description,categories,language,page_count,average_rating,ratings_count,thumbnail,source
GObcDQAAQBAJ,Thriller Novels,"I.G. Harding, thriller novels",thriller novels,2017-01-09,"Hear What the Critics are Saying ""Wow, what an amazing and Entertaining Book; great cast of characters, very good story with a lot of eerie twists and turns. Population Zero is by far one of the best zombie books to have come out in a long time."" -Mary Jones – Valley Daily News “A must read in the horror genre. Population Zero is a book that will leave you begging for more; Five Stars All The Way.” -Judy B. Cohen – Elite Media Group “Deliciously entertaining and very fun read. I bought it for a friend as a gift and she loved it as well. It’s by far one of the finest zombie apocalypse books to have come out in the last decade. Highly Recommend This Book.” -Dave Baker – Book Bloggers of America “Very interesting story. I highly recommend this book to any zombie lover out there. Can’t Go Wrong.” -Carl Mosner – Readers Cove Unlimited “Population Zero is an extremely well developed post-apocalyptic zombie tale. I really had a lot of fun reading this story. If you’re looking for a phenomenal zombie book, then look no further than this one. Ten Thumbs Up.” -Debra Eisner – Literary Times Inc. “My favorite zombie book this year; so far I have read more than eight. Once I started reading, I simply couldn’t put it down. Great Read.” -Emma Righter – Writers United Group “This story reminded me why I fell in love with reading zombie books in the first place; thank you Mr. Harding for making such an amazing and fun book. Keep up with the great story telling. Awesome Book!” -Lee Ratner – Daily Media Trends, Inc. Editorial Review Population Zero is an amazing book and a really interesting read. By the end of the book, you will feel like you have gone on an emotional rollercoaster which is not only fun, but also frightening. This zombie book is definitely one of a kind in the horror genre. If you are looking for a book that will leave you biting your nails at the edge of your seat, then look no further than Population Zero. This book is chock-full of amazing characters and terrifying zombies. Five Stars! Jim S. Stein About the Book When a scientist unleashes the deadliest virus the world has ever seen, a small group must band together to survive the zombie apocalypse; their tale is one of redemption, joy and tears. Come and join us in the town of Steel Valley. A world filled with chaos, where even the dead don’t know their rightful place. (thriller novels, thriller, thriller novels free, thriller free books, thriller books free, thriller free) [thriller novels]",Young Adult Fiction,en,51.0,,,http://books.google.com/books/content?id=GObcDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
RUtb7kMXg2gC,Guys Read: Thriller,Jon Scieszka,Harper Collins,2011-09-20,"A body on the tracks A teenage terrorist A mysterious wish-granting machine The world’s worst private detective The second volume in the Guys Read Library of Great Reading is chock-full of mystery, intrigue, and nefarious activity. Featuring some of the best writers around, and compiled by certified guy Jon Scieszka, Guys Read: Thriller is a pulse-pounding collection of brand-new short stories, each one guaranteed to keep you riveted until the final page.",Juvenile Fiction,en,292.0,,,http://books.google.com/books/content?id=RUtb7kMXg2gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
paIjEAAAQBAJ,"Traitors (A Sophie Racine Assassin Thriller, Book 1)",Alex Shaw,HarperCollins UK,2021-07-23,The start of a gripping new crime thriller series introducing Intelligence officer Sophie Racine and featuring ex-SAS officer Aidan Snow! ‘Alex Shaw is one of the best thriller writers around!’ Stephen Leather,Fiction,en,383.0,,,http://books.google.com/books/content?id=paIjEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
w3BnEAAAQBAJ,"Total Control (A Jack Tate SAS Thriller, Book 3)",Alex Shaw,HarperCollins UK,2022-07-21,‘Alex Shaw is one of the best thriller writers around!’ Stephen Leather,Fiction,en,367.0,,,http://books.google.com/books/content?id=w3BnEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
k9d9BAAAQBAJ,Queens of Crime: 3-Book Thriller Collection,"Kimberley Chambers, Jacqui Rose, Jessie Keane",HarperCollins UK,2014-11-20,Three thrilling novels from the queens of East End Crime... The Trap by Kimberley Chambers Dirty Game by Jessie Keane Taken by Jacqui Rose,Fiction,en,1178.0,,,http://books.google.com/books/content?id=k9d9BAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
Cuy5BwAAQBAJ,"Val McDermid 3-Book Thriller Collection: The Mermaids Singing, The Wire in the Blood, The Last Temptation (Tony Hill and Carol Jordan)",Val McDermid,HarperCollins UK,2016-01-28,"Read the first three books in Val McDermid’s No. 1 bestselling crime series featuring clinical psychologist Dr Tony Hill, hero of TV’s much loved WIRE IN THE BLOOD.",Fiction,en,1284.0,,,http://books.google.com/books/content?id=Cuy5BwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
N-3HBQAAQBAJ,"The Silent Corner (Jane Hawk Thriller, Book 1)",Dean Koontz,Harper Collins,2017-06-29,"Book 1 in the gripping thriller series featuring rogue FBI agent Jane Hawk, from the master of suspense and New York Times #1 bestselling author Dean Koontz. When nowhere is safe...",Fiction,en,493.0,2.0,1.0,http://books.google.com/books/content?id=N-3HBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
J-cEEQAAQBAJ,The Ashes: A Thriller,Vincent Zandri,Vincent Zandri,2024-04-26,"DON'T GO DOWN INTO THE CELLAR, MOMMY It’s been eight years since artist and single mom, Rebecca Underhill, was abducted. Abducted and left to die in an old broken down house located in the middle of the dark woods. But even if her abductor, Joseph William Whalen, has since been killed, another, more insidious evil is once more out to get her in the form of the Skinner. The son of an abusive butcher, Skinner intends on finishing the job Whalen started but failed at. How is he going to get to Rebecca? He’s going to do it through her children, by luring them into the cornfield behind the old farmhouse they live in. Now, armed with the knowledge that the Skinner has escaped incarceration at a downstate facility for the criminally insane, Rebecca must face the most horrifying challenge of her adult life: Rescuing the children not from a house in the woods, but from the abandoned tunnels that run underneath her property. But the Skinner is watching Rebecca’s every move. Horrifying question is, will she live long enough to save the children? From Thriller Award winner and New York Times and USA Today bestselling author comes the long awaited sequel to the No. 1 Overall Amazon Bestselling suspense thriller, THE REMAINS. For fans of Stephen King, Blake Crouch, Alice Hoffman, and more, THE ASHES will keep you up all night. Just make sure to keep the lights on. Scroll up and grab your copy now. ""Sensational...Masterful...Brilliant"" -New York Post ""Gritty, fast-paced, lyrical and haunting"" - Harlan Coben, New York Times bestselling author of Six Years ""Tough, stylish, heartbreaking"" - Don Winslow, New York Times bestselling author of Savages",Fiction,en,447.0,,,http://books.google.com/books/content?id=J-cEEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
PUzpEAAAQBAJ,Gone Forever (A Becca Thorn FBI Suspense Thriller—Book 5),Rylie Dark,Rylie Dark,2024-09-17,"FBI Agent Becca Thorn is on a relentless pursuit to catch a serial killer who preys on isolated loners, pushing them to the brink of silence before their untimely demise. With a unique poison that steals their voice, the killer leaves no trace behind. Becca must unravel the twisted clues and stop this deadly game before she becomes the next victim. “A brilliant book. I couldn’t put it down and I never guessed who the murderer was!” —Reader review for Only Murder ⭐⭐⭐⭐⭐ GONE FOREVER is book #5 in a new series by #1 bestselling and critically acclaimed mystery and suspense author Rylie Dark, whose books have received over 2,000 five-star reviews and ratings. The series begins with GONE COLD (book #1). A page-turning and harrowing psychological thriller featuring a brilliant and tortured female protagonist, Becca Thorn is a riveting mystery series, packed with non-stop action, suspense, twists and turns, revelations, and driven by a breakneck pace that will keep you flipping pages late into the night. Fans of Karin Slaughter, Teresa Driscoll, and Robert Dugoni are sure to fall in love. Future books in the series are also available. “I loved this thriller, read it in one sitting. Lots of twists and turns and I didn’t guess the culprit at all… Already pre-ordered the second!” —Reader review for Only Murder ⭐⭐⭐⭐⭐ “This book takes off with a bang… An excellent read, and I'm looking forward to the next book!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “Fantastic book! It was hard to put down. I can’t wait to see what happens next!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “The twists and turns kept coming. Can't wait to read the next book!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “A must-read if you enjoy action-packed stories with good plots!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “I really like this author and this series starts with a bang. It will keep you turning the pages till the end of the book and wanting more.” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “I can't say enough about this author! How about ‘out of this world’! This author is going to go far!” —Reader review for ONLY MURDER ⭐⭐⭐⭐⭐ “I really enjoyed this book… The characters were alive, and the twists and turns were great. It will keep you reading till the end and leave you wanting more.” —Reader review for NO WAY OUT ⭐⭐⭐⭐⭐ “This is an author that I highly recommend. Her books will have you begging for more.” —Reader review for NO WAY OUT ⭐⭐⭐⭐⭐",Fiction,en,236.0,,,http://books.google.com/books/content?id=PUzpEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
OUzpEAAAQBAJ,Gone Hollow (A Becca Thorn FBI Suspense Thriller—Book 4),Rylie Dark,Rylie Dark,2024-07-01,"FBI Agent Becca Thorn is on the hunt for a twisted serial killer who disguises himself as a friendly face at the doorstep, preying on unsuspecting victims in their own homes. With a relentless determination to stop him, Becca must stay one step ahead in this heart-pounding game of cat and mouse. “A brilliant book. I couldn’t put it down and I never guessed who the murderer was!” —Reader review for Only Murder ⭐⭐⭐⭐⭐ GONE HOLLOW is book #4 in a new series by #1 bestselling and critically acclaimed mystery and suspense author Rylie Dark, whose books have received over 2,000 five-star reviews and ratings. The series begins with GONE COLD (book #1). A page-turning and harrowing psychological thriller featuring a brilliant and tortured female protagonist, Becca Thorn is a riveting mystery series, packed with non-stop action, suspense, twists and turns, revelations, and driven by a breakneck pace that will keep you flipping pages late into the night. Fans of Karin Slaughter, Teresa Driscoll, and Robert Dugoni are sure to fall in love. Future books in the series are also available. “I loved this thriller, read it in one sitting. Lots of twists and turns and I didn’t guess the culprit at all… Already pre-ordered the second!” —Reader review for Only Murder ⭐⭐⭐⭐⭐ “This book takes off with a bang… An excellent read, and I'm looking forward to the next book!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “Fantastic book! It was hard to put down. I can’t wait to see what happens next!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “The twists and turns kept coming. Can't wait to read the next book!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “A must-read if you enjoy action-packed stories with good plots!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “I really like this author and this series starts with a bang. It will keep you turning the pages till the end of the book and wanting more.” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “I can't say enough about this author! How about ‘out of this world’! This author is going to go far!” —Reader review for ONLY MURDER ⭐⭐⭐⭐⭐ “I really enjoyed this book… The characters were alive, and the twists and turns were great. It will keep you reading till the end and leave you wanting more.” —Reader review for NO WAY OUT ⭐⭐⭐⭐⭐ “This is an author that I highly recommend. Her books will have you begging for more.” —Reader review for NO WAY OUT ⭐⭐⭐⭐⭐",Fiction,en,232.0,,,http://books.google.com/books/content?id=OUzpEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
JmkUEQAAQBAJ,After He Took (A Sloane Riddle Suspense Thriller—Book 1),Rylie Dark,Rylie Dark,2024-11-13,"As a former corrections officer at a prison of ruthless inmates, Detective Sloane Riddle is persistently tormented by memories of the prison system. Now, she uses her insight into criminal psychology to solve murders and high-profile cases—but will success come at the risk of her own safety? When several convicts vanish into the desert night during a prison break, Sloane faces off against suspects from her past life as a corrections officer. Haunted by chilling memories, she must untangle a snare of deadly clues before another body turns up. “A brilliant book. I couldn’t put it down and I never guessed who the murderer was!” —Reader review for Only Murder ⭐⭐⭐⭐⭐ AFTER HE TOOK (A Sloane Riddle Suspense Thriller—Book 1) is the first book in a highly anticipated new series by #1 bestseller Rylie Dark, whose bestseller SEE HER RUN (a free download) has received over 700 five star ratings and reviews. The SLOANE RIDDLE mystery series is a gripping cat-and-mouse narrative brimming with startling developments that will have your heart racing. This refreshing take on the thriller genre presents a captivating yet tortured female protagonist who is sure to win your affection and compel you to read well past bedtime. Fans of Lee Child, Melinda Leigh, and Robert Dugoni are sure to fall in love. Future books in the series will soon be available! “I loved this thriller, read it in one sitting. Lots of twists and turns and I didn’t guess the culprit at all… Already pre-ordered the second!” —Reader review for Only Murder ⭐⭐⭐⭐⭐ “This book takes off with a bang… An excellent read, and I'm looking forward to the next book!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “Fantastic book! It was hard to put down. I can’t wait to see what happens next!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “The twists and turns kept coming. Can't wait to read the next book!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “A must-read if you enjoy action-packed stories with good plots!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “I really like this author and this series starts with a bang. It will keep you turning the pages till the end of the book and wanting more.” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “I can't say enough about this author! How about ‘out of this world’! This author is going to go far!” —Reader review for ONLY MURDER ⭐⭐⭐⭐⭐ “I really enjoyed this book… The characters were alive, and the twists and turns were great. It will keep you reading till the end and leave you wanting more.” —Reader review for NO WAY OUT ⭐⭐⭐⭐⭐ “This is an author that I highly recommend. Her books will have you begging for more.” —Reader review for NO WAY OUT ⭐⭐⭐⭐⭐",Fiction,en,218.0,,,http://books.google.com/books/content?id=JmkUEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
VyIJEQAAQBAJ,Barely There (A Tessa Flint FBI Suspense Thriller—Book 6),Molly Black,Molly Black,2024-09-06,"“I binge read this book. It hooked me in and didn't stop till the last few pages… I look forward to reading more!” —Reader review for Found You ⭐⭐⭐⭐⭐ The line between stage and reality blurs when an enigmatic killer reimagines murder as performance art. Can FBI Agent Tessa Flint spotlight the truth, or will she become part of this grotesque gallery? “Molly Black has written a taut thriller that will keep you on the edge of your seat… I absolutely loved this book and can’t wait to read the next book in the series!” —Reader review for Girl One: Murder ⭐⭐⭐⭐⭐ BARELY THERE is BOOK #6 of a brand-new series by critically acclaimed and #1 bestselling mystery and suspense author Molly Black, whose books have received over 2,000 five-star reviews and ratings. The series begins with BARELY SEEN (book #1). The Tessa Flint series is an intense and riveting crime thriller that centers around a captivating and deeply troubled female protagonist. This gripping mystery series is filled with constant action, suspense, unexpected surprises, shocking discoveries, and propelled by a relentless speed that will have you engrossed in the story long into the night. Fans of Lisa Gardner, Teresa Driscoll and Karin Slaughter are sure to fall in love. Future books in the series are also available! “I loved this book! Fast-paced plot, great characters and interesting insights into investigating cold cases. I can't wait to read the next book!” —Reader review for Girl One: Murder ⭐⭐⭐⭐⭐ “Very good book… You will feel like you are right there looking for the kidnapper! I know I will be reading more in this series!” —Reader review for Girl One: Murder ⭐⭐⭐⭐⭐ “This is a very well written book and holds your interest from page 1… Definitely looking forward to reading the next one in the series, and hopefully others as well!” —Reader review for Girl One: Murder ⭐⭐⭐⭐⭐ “Wow, I cannot wait for the next in this series. Starts with a bang and just keeps going.” —Reader review for Girl One: Murder ⭐⭐⭐⭐⭐ “Well written book with a great plot, one that will keep you up at night. A page turner!” —Reader review for Girl One: Murder ⭐⭐⭐⭐⭐ “A great suspense that keeps you reading… can't wait for the next in this series!” —Reader review for Found You ⭐⭐⭐⭐⭐ “Sooo soo good! There are a few unforeseen twists… I binge read this like I binge watch Netflix. It just sucks you in.” —Reader review for Found You ⭐⭐⭐⭐⭐",Fiction,en,233.0,,,http://books.google.com/books/content?id=VyIJEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
s9YKEQAAQBAJ,Dead And Gone (A Kelsey Hawk FBI Suspense Thriller—Book Nine),Kate Bold,Kate Bold,2025-01-16,"“This is an excellent book… When you start reading, be sure you don’t have to wake up early!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ Tough and brilliant FBI special agent 30-year-old Kelsey Hawk is relocated to the desolate and unforgiving landscape of small town North Dakota, to which she’d vowed to never return, when a chilling tableau is discovered in the heartland's desolate fields—victims staged as ominous scarecrows. It’s up to Kelsey to unearth the twisted secrets of these macabre murders, before the grim reaper's sickle strikes again. “This book moved very fast and every page was exciting. Plenty of dialogue, you absolutely love the characters, and you were rooting for the good guy throughout the whole story… I look forward to reading the next in the series.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ DEAD AND GONE is book #9 in a new series by #1 bestselling mystery and suspense author Kate Bold, whose bestseller NOT ME (a free download) has received over 1,500 five star ratings and reviews. When she was just a child, Kelsey’s entire family was murdered, leaving her, the sole survivor, to grow up in the foster system. A rising star in the FBI, Kelsey set her ambitions on being assigned to a field office in the big city, away from the ghosts of her past. But when she’s reassigned to a small town in North Dakota, she can’t help but remember all the tragedy she fought so hard to leave behind. Can she stop this killer in time? A page-turning and harrowing crime thriller featuring a brilliant and tortured FBI agent, the KELSEY HAWK series is a riveting mystery, packed with non-stop action, suspense, twists and turns, revelations, and driven by a breakneck pace that will keep you flipping pages late into the night. Fans of Rachel Caine, Teresa Driscoll, and Robert Dugoni are sure to fall in love. Future books in the series are now available! “Kate did an amazing job on this book and I was hooked from the first chapter!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “I really enjoyed this book. The characters were authentic, and I see the bad guys as something we hear about daily on the news... Looking forward to book 2.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “This was a really good book. The main characters were real, flawed and human. The story went along quickly and wasn't mired in too many unnecessary details. I really enjoyed it.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Alexa Chase is headstrong, impatient, but most of all brave with a capital B. She never, repeat never, backs down until the bad guys are put where they belong. Clearly five stars!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Captivating and riveting serial murder with a twist of the macabre… Very well done.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “WOW what a great read! Talk about a diabolical killer! Really enjoyed this book. Looking forward to reading others by this author as well.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Page turner for sure. Great characters and relationships. I got into the middle of this story and couldn’t put it down. Looking forward to more from Kate Bold.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Hard to put down. It has an excellent plot and has the right amount of suspense. I really enjoyed this book.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Extremely well written, and well worth buying and reading. I can't wait to read book two!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐",Fiction,en,225.0,,,http://books.google.com/books/content?id=s9YKEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
QmkUEQAAQBAJ,After He Struck (A Sloane Riddle Suspense Thriller—Book Two),Rylie Dark,Rylie Dark,2024-12-27,"When victims turn up in abandoned copper mines, former Corrections Officer-turned-Detective Sloane Riddle must use her knowledge of criminal psychology to unearth a killer who leaves no trace—except for the victims he leaves behind. “A brilliant book. I couldn’t put it down and I never guessed who the murderer was!” —Reader review for Only Murder ⭐⭐⭐⭐⭐ AFTER HE STRUCK (A Sloane Riddle Suspense Thriller—Book 2) is the second book in a highly anticipated new series by #1 bestseller Rylie Dark, whose bestseller SEE HER RUN (a free download) has received over 700 five star ratings and reviews. The SLOANE RIDDLE mystery series is a gripping cat-and-mouse narrative brimming with startling developments that will have your heart racing. This refreshing take on the thriller genre presents a captivating yet tortured female protagonist who is sure to win your affection and compel you to read well past bedtime. Fans of Lee Child, Melinda Leigh, and Robert Dugoni are sure to fall in love. Future books in the series will soon be available! “I loved this thriller, read it in one sitting. Lots of twists and turns and I didn’t guess the culprit at all… Already pre-ordered the second!” —Reader review for Only Murder ⭐⭐⭐⭐⭐ “This book takes off with a bang… An excellent read, and I'm looking forward to the next book!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “Fantastic book! It was hard to put down. I can’t wait to see what happens next!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “The twists and turns kept coming. Can't wait to read the next book!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “A must-read if you enjoy action-packed stories with good plots!” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “I really like this author and this series starts with a bang. It will keep you turning the pages till the end of the book and wanting more.” —Reader review for SEE HER RUN ⭐⭐⭐⭐⭐ “I can't say enough about this author! How about ‘out of this world’! This author is going to go far!” —Reader review for ONLY MURDER ⭐⭐⭐⭐⭐ “I really enjoyed this book… The characters were alive, and the twists and turns were great. It will keep you reading till the end and leave you wanting more.” —Reader review for NO WAY OUT ⭐⭐⭐⭐⭐ “This is an author that I highly recommend. Her books will have you begging for more.” —Reader review for NO WAY OUT ⭐⭐⭐⭐⭐",Fiction,en,217.0,,,http://books.google.com/books/content?id=QmkUEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
qlE3EQAAQBAJ,Nowhere Near (A Harley Cole FBI Suspense Thriller—Book 13),Kate Bold,Kate Bold,2025-05-14,"In the dusty arenas of New Mexico, cowboys are being found murdered in elaborate tableaus mimicking iconic Western films, and it's up to FBI Agent Harley Cole to lasso the truth. As she digs deep into the rodeo world, can she outwit a killer whose act is as precise as it is lethal before the final curtain call? “This is an excellent book… When you start reading, be sure you don’t have to wake up early!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ NOWHERE NEAR is book #13 in a new series by #1 bestselling mystery and suspense author Kate Bold, whose bestseller NOT NOW (a free download) has received over 600 five star ratings and reviews. A page-turning and harrowing crime thriller featuring a brilliant and tortured FBI agent, the HARLEY COLE series is a riveting mystery, packed with non-stop action, suspense, twists and turns, revelations, and driven by a breakneck pace that will keep you flipping pages late into the night. Fans of Rachel Caine, Teresa Driscoll, and Robert Dugoni are sure to fall in love. Future books in the series are now available! “This book moved very fast and every page was exciting. Plenty of dialogue, you absolutely love the characters, and you were rooting for the good guy throughout the whole story… I look forward to reading the next in the series.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Kate did an amazing job on this book and I was hooked from the first chapter!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “I really enjoyed this book. The characters were authentic, and I see the bad guys as something we hear about daily on the news... Looking forward to book 2.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “This was a really good book. The main characters were real, flawed and human. The story went along quickly and wasn't mired in too many unnecessary details. I really enjoyed it.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Alexa Chase is headstrong, impatient, but most of all brave with a capital B. She never, repeat never, backs down until the bad guys are put where they belong. Clearly five stars!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Captivating and riveting serial murder with a twist of the macabre… Very well done.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “WOW what a great read! Talk about a diabolical killer! Really enjoyed this book. Looking forward to reading others by this author as well.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Page turner for sure. Great characters and relationships. I got into the middle of this story and couldn’t put it down. Looking forward to more from Kate Bold.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Hard to put down. It has an excellent plot and has the right amount of suspense. I really enjoyed this book.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Extremely well written, and well worth buying and reading. I can't wait to read book two!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐",Fiction,en,240.0,,,http://books.google.com/books/content?id=qlE3EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
4gP6EAAAQBAJ,Dead of Night (A Kelsey Hawk FBI Suspense Thriller—Book Seven),Kate Bold,Kate Bold,2024-09-12,"Tough and brilliant FBI special agent 30-year-old Kelsey Hawk is relocated to the desolate and unforgiving landscape of small town North Dakota, to which she’d vowed to never return, when a diabolical game unfolds within the merciless badlands. Victims abandoned in a sinister labyrinth must find salvation or face their end. Can Kelsey navigate nature's deadly puzzle before she becomes part of a macabre collection? “This is an excellent book… When you start reading, be sure you don’t have to wake up early!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ DEAD OF NIGHT is book #7 in a new series by #1 bestselling mystery and suspense author Kate Bold, whose bestseller NOT ME (a free download) has received over 1,500 five star ratings and reviews. When she was just a child, Kelsey’s entire family was murdered, leaving her, the sole survivor, to grow up in the foster system. A rising star in the FBI, Kelsey set her ambitions on being assigned to a field office in the big city, away from the ghosts of her past. But when she’s reassigned to a small town in North Dakota, she can’t help but remember all the tragedy she fought so hard to leave behind. Can she stop this killer in time? A page-turning and harrowing crime thriller featuring a brilliant and tortured FBI agent, the KELSEY HAWK series is a riveting mystery, packed with non-stop action, suspense, twists and turns, revelations, and driven by a breakneck pace that will keep you flipping pages late into the night. Fans of Rachel Caine, Teresa Driscoll, and Robert Dugoni are sure to fall in love. Future books in the series are now available! “This book moved very fast and every page was exciting. Plenty of dialogue, you absolutely love the characters, and you were rooting for the good guy throughout the whole story… I look forward to reading the next in the series.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Kate did an amazing job on this book and I was hooked from the first chapter!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “I really enjoyed this book. The characters were authentic, and I see the bad guys as something we hear about daily on the news... Looking forward to book 2.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “This was a really good book. The main characters were real, flawed and human. The story went along quickly and wasn't mired in too many unnecessary details. I really enjoyed it.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Alexa Chase is headstrong, impatient, but most of all brave with a capital B. She never, repeat never, backs down until the bad guys are put where they belong. Clearly five stars!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Captivating and riveting serial murder with a twist of the macabre… Very well done.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “WOW what a great read! Talk about a diabolical killer! Really enjoyed this book. Looking forward to reading others by this author as well.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Page turner for sure. Great characters and relationships. I got into the middle of this story and couldn’t put it down. Looking forward to more from Kate Bold.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Hard to put down. It has an excellent plot and has the right amount of suspense. I really enjoyed this book.” —Reader review for The Killing Game ⭐⭐⭐⭐⭐ “Extremely well written, and well worth buying and reading. I can't wait to read book two!” —Reader review for The Killing Game ⭐⭐⭐⭐⭐",Fiction,en,224.0,,,http://books.google.com/books/content?id=4gP6EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api
